epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1908.69,1.24604,1.50534,1.01467,0.67389,0.57188,0.60088,0.37493,1.25727,1.49242,1.02094,0.00055338,0.00055338,0.00055338
